id,title,authors,published_date,query,collected_at
721,How to Win Friends and Influence People,"[""N/A""]",2024-02-17,bestseller,2025-06-15T16:14:37.917159
722,Phantom Game,"[""Christine Feehan""]",2022-03-01,bestseller,2025-06-15T16:14:37.917159
723,Verity,"[""Colleen Hoover""]",2021-10-05,bestseller,2025-06-15T16:14:37.917159
724,An All-in-One Guide to Become a Bestseller,"[""Ukiyoto""]",2023-05-05,bestseller,2025-06-15T16:14:37.917159
725,Writing Bestsellers,"[""Kim Wilkins"", ""Lisa Bennett""]",2021-10-21,bestseller,2025-06-15T16:14:37.917159
726,Bestsellers: Popular Fiction Since 1900,"[""Clive Bloom""]",2022-01-03,bestseller,2025-06-15T16:14:37.917159
727,"Space, Place, and Bestsellers","[""Lisa Fletcher"", ""Elizabeth Leane""]",2024-06-30,bestseller,2025-06-15T16:14:37.917159
728,Bestsellers of the Third Reich,"[""Christian Adam""]",2021-04-01,bestseller,2025-06-15T16:14:37.917159
729,Corporate Compliance and Conformity,"[""Petter Gottschalk""]",2023-03-10,bestseller,2025-06-15T16:14:37.917159
730,Cultural Capitalism,"[""Bradley A. Gorski""]",2025-03-15,bestseller,2025-06-15T16:14:37.917159
731,Row the Boat,"[""Jon Gordon"", ""P.J. Fleck""]",2021-05-04,bestseller,2025-06-15T16:14:37.917159
732,The Garden,"[""Jon Gordon""]",2020-05-21,bestseller,2025-06-15T16:14:37.917159
733,Next Level Basic,"[""Stassi Schroeder""]",2022-09-06,nyt bestseller,2025-06-15T22:14:38.828997
734,Atlas of the Heart,"[""Bren\u00e9 Brown""]",2021-11-30,nyt bestseller,2025-06-15T22:14:38.828997
735,Out of My Mind,"[""Sharon M. Draper""]",2024-10-08,nyt bestseller,2025-06-15T22:14:38.828997
736,Find Your Path,"[""Carrie Underwood""]",2020-03-03,nyt bestseller,2025-06-15T22:14:38.828997
737,Allow Me to Retort,"[""Elie Mystal""]",2023-05-09,nyt bestseller,2025-06-15T22:14:38.828997
738,Upstream,"[""Dan Heath""]",2020-03-03,nyt bestseller,2025-06-15T22:14:38.828997
739,This Is the Fire,"[""Don Lemon""]",2021-03-16,nyt bestseller,2025-06-15T22:14:38.828997
740,Dark Horse,"[""Gregg Hurwitz""]",2022-02-08,nyt bestseller,2025-06-15T22:14:38.828997
741,Blood in the Garden,"[""Chris Herring""]",2024-11-12,nyt bestseller,2025-06-15T22:14:38.828997
742,Speechless,"[""Michael Knowles""]",2021-06-22,nyt bestseller,2025-06-15T22:14:38.828997
743,"Run, Rose, Run","[""James Patterson"", ""Dolly Parton""]",2022-03-07,nyt bestseller,2025-06-15T22:14:38.828997
744,American Crisis,"[""Andrew Cuomo""]",2020-10-13,nyt bestseller,2025-06-15T22:14:38.828997
745,C Is for Country,"[""Lil Nas X""]",2021-01-05,nyt bestseller,2025-06-15T22:14:38.828997
746,In Love,"[""Amy Bloom""]",2022-03-08,nyt bestseller,2025-06-15T22:14:38.828997
747,The Paris Apartment,"[""Lucy Foley""]",2022-02-22,nyt bestseller,2025-06-15T22:14:38.828997
748,One Italian Summer,"[""Rebecca Serle""]",2022-03,nyt bestseller,2025-06-15T22:14:38.828997
749,The Club,"[""Ellery Lloyd""]",2022-03-01,nyt bestseller,2025-06-15T22:14:38.828997
750,The Bench,"[""Meghan The Duchess of Sussex""]",2021-06-08,nyt bestseller,2025-06-15T22:14:38.828997
751,For the Wolf,"[""Hannah Whitten""]",2021-06-01,nyt bestseller,2025-06-15T22:14:38.828997
752,Stolen Focus,"[""Johann Hari""]",2023,nyt bestseller,2025-06-15T22:14:38.828997
753,Verity,"[""Colleen Hoover""]",2021-10-05,nyt bestseller,2025-06-15T22:14:38.828997
754,How I Saved the World,"[""Jesse Watters""]",2022-07-05,nyt bestseller,2025-06-15T22:14:38.828997
755,Good Enough,"[""Kate Bowler"", ""Jessica Richie""]",2022-02-17,nyt bestseller,2025-06-15T22:14:38.828997
756,The Love of My Life,"[""Rosie Walsh""]",2023,nyt bestseller,2025-06-15T22:14:38.828997
757,Writing Bestsellers,"[""Kim Wilkins"", ""Lisa Bennett""]",2021-10-21,nyt bestseller,2025-06-15T22:14:38.828997
758,Bestseller Book Launch Plan,"[""Dale L. Roberts""]",2025-03-01,nyt bestseller,2025-06-15T22:14:38.828997
759,Chasing Homer,"[""L\u00e1szl\u00f3 Krasznahorkai""]",2021-11-02,new release fiction,2025-06-16T04:14:40.081074
760,How High?--That High,"[""Diane Williams""]",2021-10-12,new release fiction,2025-06-16T04:14:40.081074
761,How Do I Feel?,"[""Rebekah Lipp"", ""Craig Phillips"", ""Nicola McCloy""]",2021,new release fiction,2025-06-16T04:14:40.081074
762,Vagabonds!,"[""Eloghosa Osunde""]",2023-02-28,new release fiction,2025-06-16T04:14:40.081074
763,The Midnight Library: A GMA Book Club Pick,"[""Matt Haig""]",2020-09-29,new release fiction,2025-06-16T04:14:40.081074
764,My Annihilation,"[""Fuminori Nakamura""]",2022-01-11,new release fiction,2025-06-16T04:14:40.081074
765,The Book of Mother,"[""Violaine Huisman""]",2021-10-19,new release fiction,2025-06-16T04:14:40.081074
766,The Survivors,"[""Alex Schulman""]",2021-10-05,new release fiction,2025-06-16T04:14:40.081074
767,Fiona and Jane,"[""Jean Chen Ho""]",2023-01-03,new release fiction,2025-06-16T04:14:40.081074
768,Medusa's Ankles,"[""A. S. Byatt""]",2021-11-23,new release fiction,2025-06-16T04:14:40.081074
769,Glory,"[""NoViolet Bulawayo""]",2022-03-08,new release fiction,2025-06-16T04:14:40.081074
770,Devil House,"[""John Darnielle""]",2022-01-25,new release fiction,2025-06-16T04:14:40.081074
771,Five Tuesdays in Winter,"[""Lily King""]",2021-11-02,new release fiction,2025-06-16T04:14:40.081074
772,"When I'm Gone, Look for Me in the East","[""Quan Barry""]",2022-02-22,new release fiction,2025-06-16T04:14:40.081074
773,Phantom Game,"[""Christine Feehan""]",2022-03-01,new release fiction,2025-06-16T04:14:40.081074
774,A Novel Obsession,"[""Caitlin Barasch""]",2022-03-15,new release fiction,2025-06-16T04:14:40.081074
775,The Leaving,"[""Jumi Bello""]",2022,new release fiction,2025-06-16T04:14:40.081074
776,The Club,"[""Ellery Lloyd""]",2022-03-01,new release fiction,2025-06-16T04:14:40.081074
777,I Love You But I've Chosen Darkness,"[""Claire Vaye Watkins""]",2021-10-05,new release fiction,2025-06-16T04:14:40.081074
778,Strangers I Know,"[""Claudia Durastanti""]",2022-02-01,new release fiction,2025-06-16T04:14:40.081074
779,Woman on Fire,"[""Lisa Barr""]",2022-03-25,new release fiction,2025-06-16T04:14:40.081074
780,Treading on Ashes,"[""Steve Heuzinkveld""]",2021-09-16,new release fiction,2025-06-16T04:14:40.081074
781,The Love of My Life,"[""Rosie Walsh""]",2023,new release fiction,2025-06-16T04:14:40.081074
782,7 FIGURE FICTION,"[""T. Taylor""]",2021-09-04,new release fiction,2025-06-16T04:14:40.081074
783,The Heart Of An Eye,"[""Iulia C. Bocaneala""]",2020-08-26,new release fiction,2025-06-16T04:14:40.081074
784,Write the Perfect Read - The Fiction Edition,"[""Kristin N. Spencer"", ""Maria Mountokalaki""]",2020-01-25,new release fiction,2025-06-16T04:14:40.081074
785,Romance Your Plan,"[""Zoe York""]",2020-10-20,new release fiction,2025-06-16T04:14:40.081074
786,52 Award-Winning Titles Every Book Lover Should Read,"[""American Library Association (ALA)""]",2021-12-07,award winning books,2025-06-16T10:14:41.379355
787,Hyde,"[""Craig Russell""]",2024-09-17,award winning books,2025-06-16T10:14:41.379355
788,Begin Again,"[""Eddie S. Glaude Jr.""]",2020-06-30,award winning books,2025-06-16T10:14:41.379355
789,The Companion,"[""Katie Alender""]",2020-08-25,award winning books,2025-06-16T10:14:41.379355
790,What Strange Paradise,"[""Omar El Akkad""]",2021-07-20,award winning books,2025-06-16T10:14:41.379355
791,Harrow,"[""Joy Williams""]",2021-09-14,award winning books,2025-06-16T10:14:41.379355
792,The Ground Breaking,"[""Scott Ellsworth""]",2021-05-20,award winning books,2025-06-16T10:14:41.379355
793,The Sirens of Mars,"[""Sarah Stewart Johnson""]",2020-07-07,award winning books,2025-06-16T10:14:41.379355
794,Interior Chinatown,"[""Charles Yu""]",2020-11-17,award winning books,2025-06-16T10:14:41.379355
795,Hell of a Book: National Book Award Winner,"[""Jason Mott""]",2022-06-28,award winning books,2025-06-16T10:14:41.379355
796,Three Award-Winning Books. Three Kinds of Help.,"[""Harriet Hodgson""]",2024-09-19,award winning books,2025-06-16T10:14:41.379355
797,"Fourth International Handbook of Globalisation, Education and Policy Research","[""Joseph Zajda""]",2024-12-04,award winning books,2025-06-16T10:14:41.379355
798,It Happened One Summer,"[""Tessa Bailey""]",2021-07-13,romance,2025-06-16T16:14:42.663720
799,Love in the Time of Cholera (Illustrated Edition),"[""Gabriel Garc\u00eda M\u00e1rquez""]",2020-10-27,romance,2025-06-16T16:14:42.663720
800,Heart Smart,"[""Smartypants Romance"", ""Emma Lee Jayne""]",2021-03-02,romance,2025-06-16T16:14:42.663720
801,The Ancient Romances,"[""Ben E. Perry""]",2023-07-28,romance,2025-06-16T16:14:42.663720
802,"Historicizing the Enlightenment, Volume 2","[""Michael McKeon""]",2023-07-14,romance,2025-06-16T16:14:42.663720
803,Breaking the Alien Love Curse,"[""Veronica Scott""]",2024-03-12,romance,2025-06-16T16:14:42.663720
804,"The Stone Knife (The Songs of the Drowned, Book 1)","[""Anna Stephens""]",2020-11-26,fantasy,2025-06-16T22:14:44.120362
805,Beginner's Guide to Fantasy Drawing,"[""3dtotal Publishing""]",2020-02,fantasy,2025-06-16T22:14:44.120362
806,The Year's Best Fantasy,"[""Paula Guran""]",2024-08-20,fantasy,2025-06-16T22:14:44.120362
807,The Year's Best Dark Fantasy & Horror,"[""Paula Guran""]",2024-10-15,fantasy,2025-06-16T22:14:44.120362
808,The Fantasy Literature of England,"[""Colin N. Manlove""]",2020-05-11,fantasy,2025-06-16T22:14:44.120362
809,Historical Dictionary of Fantasy Literature,"[""Allen Stroud""]",2023-06-12,fantasy,2025-06-16T22:14:44.120362
810,Plants in Science Fiction,"[""Katherine E. Bishop"", ""David Higgins"", ""Jerry M\u00e4\u00e4tt\u00e4""]",2020-05-01,science fiction,2025-06-17T04:14:45.406973
811,The Day of the Triffids,"[""John Wyndham""]",2022-04-19,science fiction,2025-06-17T04:14:45.406973
812,The Midnight Library: A GMA Book Club Pick,"[""Matt Haig""]",2020-09-29,science fiction,2025-06-17T04:14:45.406973
813,Project Hail Mary,"[""Andy Weir""]",2022-10-04,science fiction,2025-06-17T04:14:45.406973
814,SS-GB,"[""Len Deighton""]",2021-05-20,science fiction,2025-06-17T04:14:45.406973
815,Science Fiction,"[""Sherryl Vint""]",2021,science fiction,2025-06-17T04:14:45.406973
816,The Self-Help Compulsion,"[""Beth Blum""]",2020-01-28,self-help,2025-06-17T10:14:46.618727
817,How to Be Fine,"[""Jolenta Greenberg"", ""Kristen Meinzer""]",2020-03-17,self-help,2025-06-17T10:14:46.618727
818,Self-Care for People with ADHD,"[""Sasha Hamdani""]",2023-01-03,self-help,2025-06-17T10:14:46.618727
819,How to Win Friends and Influence People,"[""N/A""]",2024-02-17,self-help,2025-06-17T10:14:46.618727
820,Self-Improvement,"[""Mark Coeckelbergh""]",2022-07-29,self-help,2025-06-17T10:14:46.618727
821,Building a Second Brain,"[""Tiago Forte""]",2022-06-14,self-help,2025-06-17T10:14:46.618727
822,Fair Play: Reese's Book Club,"[""Eve Rodsky""]",2021-01-05,self-help,2025-06-17T10:14:46.618727
823,Time Rich,"[""Steve Glaveski""]",2020-11-02,self-help,2025-06-17T10:14:46.618727
824,Self-Care for New and Student Nurses,"[""Dorrie K. Fontaine"", ""Tim Cunningham"", ""Natalie May""]",2021-04,self-help,2025-06-17T10:14:46.618727
825,No Self No Problem: How Neuropsychology Is Catching Up to Buddhism,"[""Chris Niebauer""]",2024-09-18,self-help,2025-06-17T10:14:46.618727
826,The Mystery Book Mystery,"[""Wylly Folk St. John""]",2021-02-17,mystery,2025-06-17T16:14:48.334708
827,How to Write a Mystery,"[""Mystery Writers of America""]",2022-04-12,mystery,2025-06-17T16:14:48.334708
828,Crime Hits Home,"[""S.J. Rozan""]",2022-04-19,mystery,2025-06-17T16:14:48.334708
829,Murder Under Her Skin,"[""Stephen Spotswood""]",2022-10-11,mystery,2025-06-17T16:14:48.334708
830,Richard Scarry's Great Big Schoolhouse,"[""Richard Scarry""]",2025-07-01,mystery,2025-06-17T16:14:48.334708
831,The Seven Dials Mystery,"[""Agatha Christie""]",2025-01-07,mystery,2025-06-17T16:14:48.334708
832,The Midnight Library: A GMA Book Club Pick,"[""Matt Haig""]",2020-09-29,mystery,2025-06-17T16:14:48.334708
833,Book Lovers,"[""Emily Henry""]",2022-05-03,mystery,2025-06-17T16:14:48.334708
834,The Mystery of Spirit,"[""George Robbins""]",2021-02-25,mystery,2025-06-17T16:14:48.334708
835,The Mystery of Tally-ho Cottage,"[""Enid Blyton""]",2022-08-01,mystery,2025-06-17T16:14:48.334708
836,The Gatehouse Mystery: Trixie Belden,"[""Julie Campbell""]",2025-06-03,mystery,2025-06-17T16:14:48.334708
837,A Rachel Gift Mystery Bundle: Her Last Hope (#3) and Her Last Fear (#4),"[""Blake Pierce""]",2022-06-01,mystery,2025-06-17T16:14:48.334708
838,History Is Rich,"[""Shaun S. Nichols""]",2022-04-26,history,2025-06-17T22:14:49.897016
839,U.S. History,"[""P. Scott Corbett"", ""Volker Janssen"", ""John M. Lund"", ""Todd Pfannestiel"", ""Sylvie Waskiewicz"", ""Paul Vickery""]",2024-09-10,history,2025-06-17T22:14:49.897016
840,The Television History Book,"[""Michele Hilmes"", ""Jason Jacobs""]",2021-03-11,history,2025-06-17T22:14:49.897016
841,The History Book (Miles Kelly).,"[""MAKE BELIEVE IDEAS LTD. MAKE BELIEVE IDEAS LTD"", ""Simon Adams"", ""Philip Steele"", ""Stewart Ross"", ""Richard Platt""]",2023,history,2025-06-17T22:14:49.897016
842,"History, Disrupted","[""Jason Steinhauer""]",2021-12-08,history,2025-06-17T22:14:49.897016
843,Ancient History-Based Writing Lessons [Student Book] (Sixth Edition),"[""Lori Verstegen""]",2021,history,2025-06-17T22:14:49.897016
844,A Short History of the Vietnam War,"[""DK""]",2021-05-04,history,2025-06-17T22:14:49.897016
845,Ancient Greek I,"[""Philip S. Peek""]",2021-10-19,history,2025-06-17T22:14:49.897016
846,Scientific History,"[""Elena Aronova""]",2021-04-02,history,2025-06-17T22:14:49.897016
847,New Directions in Queer Oral History,"[""Clare Summerskill"", ""Amy Tooth Murphy"", ""Emma Vickers""]",2022-04-25,history,2025-06-17T22:14:49.897016
848,History by HBO,"[""Rebecca Weeks""]",2022-07-12,history,2025-06-17T22:14:49.897016
849,The Practice of History in India,"[""Anirudh Deshpande""]",2021-10-14,history,2025-06-17T22:14:49.897016
850,Legendborn,"[""Tracy Deonn""]",2022-02,young adult,2025-06-18T04:14:51.008656
851,Little Thieves,"[""Margaret Owen""]",2021-10-19,young adult,2025-06-18T04:14:51.008656
852,Jagged Little Pill: The Novel,"[""Eric Smith"", ""Alanis Morissette"", ""Diablo Cody"", ""Glen Ballard""]",2022-04-26,young adult,2025-06-18T04:14:51.008656
853,Du Iz Tak?,"[""Carson Ellis""]",2024-09-17,young adult,2025-06-18T04:14:51.008656
854,The Catcher in the Rye,"[""J. D. Salinger""]",2025-01-22,young adult,2025-06-18T04:14:51.008656
855,The Invisible Life of Addie LaRue,"[""V. E. Schwab""]",2020-10-06,young adult,2025-06-18T04:14:51.008656
856,Adaptation in Young Adult Novels,"[""Dana E. Lawrence"", ""Amy L. Montz""]",2020-09-03,young adult,2025-06-18T04:14:51.008656
857,Clown in a Cornfield,"[""Adam Cesare""]",2020-08-25,young adult,2025-06-18T04:14:51.008656
858,Frindle,"[""Andrew Clements""]",2021-11-23,young adult,2025-06-18T04:14:51.008656
859,The Savior's Sister,"[""Jenna Moreci""]",2020-09-29,young adult,2025-06-18T04:14:51.008656
860,The Technology Trap,"[""Carl Benedikt Frey""]",2020-09-22,technology,2025-06-18T10:14:52.082909
861,The Technology Fallacy,"[""Gerald C. Kane"", ""Anh Nguyen Phillips"", ""Jonathan R. Copulsky"", ""Garth R. Andrus""]",2022-08-23,technology,2025-06-18T10:14:52.082909
862,A Kids Book About Technology,"[""Amber Case""]",2025-04-08,technology,2025-06-18T10:14:52.082909
863,Technology and Health,"[""Jihyun Kim""]",2020-03,technology,2025-06-18T10:14:52.082909
864,"Technology, Change and the Academic Library","[""Jeremy Atkinson""]",2020-09-22,technology,2025-06-18T10:14:52.082909
865,Relating Through Technology,"[""Jeffrey A. Hall""]",2020-07-16,technology,2025-06-18T10:14:52.082909
866,Technology and the Historian,"[""Adam Crymble""]",2021-04-13,technology,2025-06-18T10:14:52.082909
867,Technology and the Common Good,"[""Allen Batteau""]",2022-06-10,technology,2025-06-18T10:14:52.082909
868,Power to the Public,"[""Tara Dawson McGuinness"", ""Hana Schank""]",2021-04-13,technology,2025-06-18T10:14:52.082909
869,Information Technology and Military Power,"[""Jon R. Lindsay""]",2020-07-15,technology,2025-06-18T10:14:52.082909
870,Remembering and Forgetting in the Age of Technology,"[""Michelle D. Miller""]",2022,technology,2025-06-18T10:14:52.082909
871,Technology Scribble Book,"[""Alice James""]",2024-10,technology,2025-06-18T10:14:52.082909
872,Spencer Tracy,"[""James Curtis""]",2024-11-26,biography,2025-06-18T16:14:53.121973
873,Anna,"[""Amy Odell""]",2022-05-03,biography,2025-06-18T16:14:53.121973
874,A Biography of the Pixel,"[""Alvy Ray Smith""]",2021-08-03,biography,2025-06-18T16:14:53.121973
875,Led Zeppelin,"[""Bob Spitz""]",2024-03-05,biography,2025-06-18T16:14:53.121973
876,Paul,"[""Tom Wright""]",2020-02,biography,2025-06-18T16:14:53.121973
877,Biographies in the History of Physics,"[""Christian Forstner"", ""Mark Walker""]",2020-07-22,biography,2025-06-18T16:14:53.121973
878,The Psychology of Money,"[""Morgan Housel""]",2020-09-08,psychology,2025-06-18T22:14:54.010745
879,The Psychology of Learning,"[""Jan De Houwer"", ""Sean Hughes""]",2020-09-01,psychology,2025-06-18T22:14:54.010745
880,Depth Psychology and Climate Change,"[""Dale Mathers""]",2020-11-29,psychology,2025-06-18T22:14:54.010745
881,What Is Psychology?,"[""Ellen E. Pastorino"", ""Susann M. Doyle-Portillo""]",2020-01-07,psychology,2025-06-18T22:14:54.010745
882,Psychology for Beginners,"[""Lara Bryan"", ""Eddie Reynolds"", ""Rosie Hall""]",2022-03,psychology,2025-06-18T22:14:54.010745
883,The Little Book of Psychology,"[""Emily Ralls"", ""Caroline Riggs""]",2021-10-05,psychology,2025-06-18T22:14:54.010745
884,Handbook of Embodied Psychology,"[""Michael D. Robinson"", ""Laura E. Thomas""]",2021-10-31,psychology,2025-06-18T22:14:54.010745
885,The Psychology of Foreign Policy,"[""Christer Pursiainen"", ""Tuomas Forsberg""]",2021-10-16,psychology,2025-06-18T22:14:54.010745
886,Self Care,"[""Leigh Stein""]",2020-06-30,booktok,2025-06-19T04:14:55.089437
887,Brood,"[""Jackie Polzin""]",2021-03-09,booktok,2025-06-19T04:14:55.089437
888,Will,"[""Will Smith""]",2021-11-09,booktok,2025-06-19T04:14:55.089437
889,The Big One - the #BookTok Journal,"[""C. Fitzhenry""]",2021-10-20,booktok,2025-06-19T04:14:55.089437
890,The Decoy Girlfriend,"[""Lillie Vale""]",2022-09-06,booktok,2025-06-19T04:14:55.089437
891,People We Meet on Vacation,"[""Emily Henry""]",2021-05-11,booktok,2025-06-19T04:14:55.089437
892,A Broken Blade,"[""Melissa Blair""]",2022-08-02,booktok,2025-06-19T04:14:55.089437
893,Fable,"[""Adrienne Young""]",2020-09-01,booktok,2025-06-19T04:14:55.089437
894,Lightlark (the Lightlark Saga Book 1),"[""Alex Aster""]",2023-09-12,booktok,2025-06-19T04:14:55.089437
895,These Hollow Vows,"[""Lexi Ryan""]",2021-07-20,booktok,2025-06-19T04:14:55.089437
896,The Low Desert,"[""Tod Goldberg""]",2022-02-22,booktok,2025-06-19T04:14:55.089437
897,A Bigger Picture,"[""Vanessa Nakate""]",2021,booktok,2025-06-19T04:14:55.089437
898,One Breath Away,"[""Heather Gudenkauf""]",2020-03-16,booktok,2025-06-19T04:14:55.089437
899,In My Dreams I Hold a Knife,"[""Ashley Winstead""]",2021-08-03,booktok,2025-06-19T04:14:55.089437
900,Court,"[""Tracy Wolff""]",2022-02-01,booktok,2025-06-19T04:14:55.089437
901,One Way or Another,"[""Kara McDowell""]",2020-10-06,booktok,2025-06-19T04:14:55.089437
902,Deviant King,"[""Rina Kent""]",2021-08-30,booktok,2025-06-19T04:14:55.089437
903,8 Days for Salvation,"[""Yolanda Olson""]",2021-10,booktok,2025-06-19T04:14:55.089437
904,Lucky Leap Day,"[""Ann Marie Walker""]",2022-01-18,booktok,2025-06-19T04:14:55.089437
905,Cain's Jawbone,"[""Edward Powys Mathers""]",2023-11,booktok,2025-06-19T04:14:55.089437
906,Sweet Sacrifice,"[""Ellie McLove"", ""Sav R. Miller""]",2021-02-26,booktok,2025-06-19T04:14:55.089437
907,Dungeon Crawler Carl,"[""Matt Dinniman""]",2025-07-15,booktok,2025-06-19T04:14:55.089437
908,"Social Reading Cultures on BookTube, Bookstagram, and BookTok","[""Bronwyn Reddan"", ""Leonie Rutherford"", ""Amy Schoonens"", ""Michael Dezuanni""]",2024-04-30,booktok,2025-06-19T04:14:55.089437
909,# BookTok Journal for 25 Books,"[""BookTok BookTok Press""]",2021-10-22,booktok,2025-06-19T04:14:55.089437
910,The Reading Lives of Teens,"[""Chin Ee Loh""]",2024-11-04,booktok,2025-06-19T04:14:55.089437
911,#BookTok Journal,"[""Gold ATOM""]",2021-11-24,booktok,2025-06-19T04:14:55.089437
912,Atravesados,"[""Trevor Boffone"", ""Cristina Herrera""]",2025-02-17,booktok,2025-06-19T04:14:55.089437
913,BookTok Made Me Read It (100 Books) BookTok Journal,"[""Blue Bird Books""]",2022-01-24,booktok,2025-06-19T04:14:55.089437
914,Living Rent Free In My Head,"[""Dominique Davis""]",2022-08-02,booktok,2025-06-19T04:14:55.089437
915,BookTok Journal for 200 Books,"[""Magizh Publications""]",2021-11-23,booktok,2025-06-19T04:14:55.089437
916,The Routledge Companion to Media Audiences,"[""Annette Hill"", ""Peter Lunt""]",2024-09-27,booktok,2025-06-19T04:14:55.089437
917,#booktok Journal,"[""inkHorse Publishing""]",2021-12,booktok,2025-06-19T04:14:55.089437
918,BookTok Journal for 500 Books,"[""Magizh Publications""]",2021-11-23,booktok,2025-06-19T04:14:55.089437
919,What Readers Do,"[""Beth Driscoll""]",2024-02-21,booktok,2025-06-19T04:14:55.089437
920,Social Media in Musical Theatre,"[""Trevor Boffone""]",2023-11-16,booktok,2025-06-19T04:14:55.089437
921,Phantom Game,"[""Christine Feehan""]",2022-03-01,bestseller,2025-06-19T10:14:56.212882
922,Beach Read,"[""Emily Henry""]",2024-10-01,bestseller,2025-06-19T10:14:56.212882
923,"Run, Rose, Run","[""James Patterson"", ""Dolly Parton""]",2022-03-07,bestseller,2025-06-19T10:14:56.212882
924,Verity,"[""Colleen Hoover""]",2021-10-05,bestseller,2025-06-19T10:14:56.212882
925,An All-in-One Guide to Become a Bestseller,"[""Ukiyoto""]",2023-05-05,bestseller,2025-06-19T10:14:56.212882
926,Writing Bestsellers,"[""Kim Wilkins"", ""Lisa Bennett""]",2021-10-21,bestseller,2025-06-19T10:14:56.212882
927,Corporate Compliance and Conformity,"[""Petter Gottschalk""]",2023-03-10,bestseller,2025-06-19T10:14:56.212882
928,Cultural Capitalism,"[""Bradley A. Gorski""]",2025-03-15,bestseller,2025-06-19T10:14:56.212882
929,Bestsellers of the Third Reich,"[""Christian Adam""]",2021-04-01,bestseller,2025-06-19T10:14:56.212882
930,"Space, Place, and Bestsellers","[""Lisa Fletcher"", ""Elizabeth Leane""]",2024-06-30,bestseller,2025-06-19T10:14:56.212882
931,Row the Boat,"[""Jon Gordon"", ""P.J. Fleck""]",2021-05-04,bestseller,2025-06-19T10:14:56.212882
932,Bestsellers: Popular Fiction Since 1900,"[""Clive Bloom""]",2022-01-03,bestseller,2025-06-19T10:14:56.212882
933,The Garden,"[""Jon Gordon""]",2020-05-21,bestseller,2025-06-19T10:14:56.212882
934,Next Level Basic,"[""Stassi Schroeder""]",2022-09-06,nyt bestseller,2025-06-19T16:14:57.259737
935,Allow Me to Retort,"[""Elie Mystal""]",2023-05-09,nyt bestseller,2025-06-19T16:14:57.259737
936,Atlas of the Heart,"[""Bren\u00e9 Brown""]",2021-11-30,nyt bestseller,2025-06-19T16:14:57.259737
937,Four Thousand Weeks,"[""Oliver Burkeman""]",2021-08-26,nyt bestseller,2025-06-19T16:14:57.259737
938,"Run, Rose, Run","[""James Patterson"", ""Dolly Parton""]",2022-03-07,nyt bestseller,2025-06-19T16:14:57.259737
939,C Is for Country,"[""Lil Nas X""]",2021-01-05,nyt bestseller,2025-06-19T16:14:57.259737
940,In Love,"[""Amy Bloom""]",2022-03-08,nyt bestseller,2025-06-19T16:14:57.259737
941,If We Were Giants,"[""Dave Matthews"", ""Clete Barrett Smith""]",2020-03-03,nyt bestseller,2025-06-19T16:14:57.259737
942,The Wisdom of Crowds,"[""Joe Abercrombie""]",2021-09-14,nyt bestseller,2025-06-19T16:14:57.259737
943,American Crisis,"[""Andrew Cuomo""]",2020-10-13,nyt bestseller,2025-06-19T16:14:57.259737
944,The Paris Apartment,"[""Lucy Foley""]",2022-02-22,nyt bestseller,2025-06-19T16:14:57.259737
945,One Italian Summer,"[""Rebecca Serle""]",2022-03,nyt bestseller,2025-06-19T16:14:57.259737
946,Blood in the Garden,"[""Chris Herring""]",2024-11-12,nyt bestseller,2025-06-19T16:14:57.259737
947,The Club,"[""Ellery Lloyd""]",2022-03-01,nyt bestseller,2025-06-19T16:14:57.259737
948,Verity,"[""Colleen Hoover""]",2021-10-05,nyt bestseller,2025-06-19T16:14:57.259737
949,Stolen Focus,"[""Johann Hari""]",2023,nyt bestseller,2025-06-19T16:14:57.259737
950,For the Wolf,"[""Hannah Whitten""]",2021-06-01,nyt bestseller,2025-06-19T16:14:57.259737
951,How I Saved the World,"[""Jesse Watters""]",2022-07-05,nyt bestseller,2025-06-19T16:14:57.259737
952,Good Enough,"[""Kate Bowler"", ""Jessica Richie""]",2022-02-17,nyt bestseller,2025-06-19T16:14:57.259737
953,The Love of My Life,"[""Rosie Walsh""]",2023,nyt bestseller,2025-06-19T16:14:57.259737
954,Writing Bestsellers,"[""Kim Wilkins"", ""Lisa Bennett""]",2021-10-21,nyt bestseller,2025-06-19T16:14:57.259737
955,Bestseller Book Launch Plan,"[""Dale L. Roberts""]",2025-03-01,nyt bestseller,2025-06-19T16:14:57.259737
956,Chasing Homer,"[""L\u00e1szl\u00f3 Krasznahorkai""]",2021-11-02,new release fiction,2025-06-19T22:14:58.312032
957,How High?--That High,"[""Diane Williams""]",2021-10-12,new release fiction,2025-06-19T22:14:58.312032
958,The Midnight Library: A GMA Book Club Pick,"[""Matt Haig""]",2020-09-29,new release fiction,2025-06-19T22:14:58.312032
959,My Annihilation,"[""Fuminori Nakamura""]",2022-01-11,new release fiction,2025-06-19T22:14:58.312032
960,The Book of Mother,"[""Violaine Huisman""]",2021-10-19,new release fiction,2025-06-19T22:14:58.312032
961,Glory,"[""NoViolet Bulawayo""]",2022-03-08,new release fiction,2025-06-19T22:14:58.312032
962,The Survivors,"[""Alex Schulman""]",2021-10-05,new release fiction,2025-06-19T22:14:58.312032
963,Medusa's Ankles,"[""A. S. Byatt""]",2021-11-23,new release fiction,2025-06-19T22:14:58.312032
